id,text
2176,The Benefits of Caloric Restriction Without the Actual Restricting
2177,Americans Are Living Longer but Sicker Lives
2178,What Women Should Eat to Live Longer
2179,Plant-Based Diets and Cellular Stress Defenses
2180,Treating Kidney Failure Through Diet
2181,Preventing Kidney Failure Through Diet
2182,Treating Genital Warts With Green Tea
2183,Treating Gorlin Syndrome With Green Tea
2184,Is Caffeinated Tea Dehydrating?
2185,Antimutagenic Activity of Green Versus White Tea
2186,Dead Meat Bacteria Endotoxemia
2187,The Exogenous Endotoxin Theory
2188,Fighting Inflammation in a Nut Shell
2189,Anti-Inflammatory Effects of Purple Potatoes
2190,Boosting Immunity Through Diet
2191,Is Hydroponic Basil as Healthy?
2192,Chamomile Tea May Not Be Safe During Pregnancy
2193,Making Our Arteries Less Sticky
2194,Blocking the First Step of Heart Disease
2195,Arterial Acne
2196,Not So Delusional Parasitosis
2197,Maggot Meat Spray
2198,Viral Meat Spray
2199,Tongue Worm in Human Eye
2200,Don’t Put Your Money Where Your Mouth Is
2201,Handwashing Compliance of Retail Deli Workers
2202,Some Dietary Supplements May Be More Than a Waste of Money
2203,Heavy Metals in Protein Powder Supplements
2204,Dangerous Advice From Health Food Store Employees
2205,Bad Advice From Health Food Store Employees
2206,Health Food Store Supplement Advice
2207,Which Brand of Tuna Has the Most Mercury?
2208,Hair Testing for Mercury Before Considering Pregnancy
2209,"Red Fish, White Fish; Dark Fish, Atrial Fibrillation"
2210,A Fine Kettle of Fluoxetine
2211,Amnesic Seafood Poisoning
2212,Prevent Glaucoma and See 27 Miles Farther
2213,Preventing Macular Degeneration with Diet
2214,Garden Variety Anti-Inflammation
2215,Apples and Oranges: Dietary Diversity
2216,The Acne-Promoting Effects of Milk
2217,Skim Milk and Acne
2218,National Dairy Council on Acne and Milk
2219,Cow’s Milk Casomorphin and Autism
2220,Creatine Brain Fuel Supplementation
2221,When Meat Can Be a Lifesaver
2222,Eating Healthy on the Cheap
2223,Treating COPD With Diet
2224,Preventing COPD With Diet
2225,The Fruit Whose Juice Is Healthier
2226,Raw Veggies Versus Cooked for Heart Disease
2227,The Safer Cinnamon
2228,Cholesterol and Female Sexual Dysfunction
2229,A Treatment for Chronic Fatigue Syndrome
2230,Meat-Borne Infection Risk from Shopping Carts
2231,Food Poisoning Bacteria Cross-Contamination
2232,Poultry and Paralysis
2233,Poultry Exposure and Neurological Disease
2234,Carcinogenic Retrovirus Found in Eggs
2235,Poultry and Penis Cancer
2236,What About the Caffeine?
2237,Breast Cancer Survival and Soy
2238,Flax and Fecal Flora
2239,Breast Cancer Survival and Lignan Intake
2240,Breast Cancer Survival and Trans Fat
2241,"Breast Cancer Survival, Butterfat, and Chicken"
2242,Raw Broccoli and Bladder Cancer Survival
2243,Biggest Nutrition Bang for Your Buck
2244,The Best Detox
2245,How Much Broccoli Is Too Much?
2246,Liver Toxicity Due to Broccoli Juice?
2247,Sulforaphane: From Broccoli to Breast
2248,Broccoli Versus Breast Cancer Stem Cells
2249,Smoking Versus Kale Juice
2250,Kale and the Immune System
2251,Meat Additives to Diminish Toxicity
2252,Carcinogens in the Smell of Frying Bacon
2253,Prevention Is Better Than Cured Meat
2254,Are Nitrates Pollutants or Nutrients?
2255,Bacon and Botulism
2256,When Nitrites Go Bad
2257,Is Bacon Good or Is Spinach Bad?
2258,Hearts Shouldn't Skip a Beet
2259,Pretty in Pee-nk
2260,Don't Use Antiseptic Mouthwash
2261,Priming the Proton Pump
2262,Soy Worth a Hill of Beans?
2263,New Vitamin B12 Test
2264,Plant-Based Atkins Diet
2265,Bulking Up on Antioxidants
2266,The Power of NO
2267,Anti-Inflammatory Antioxidants
2268,Amla and Triphala Tested for Metals
2269,Get the Lead Out
2270,Some Ayurvedic Medicine Worse Than Lead Paint Exposure
2271,A Better Breakfast
2272,Antioxidants in a Pinch
2273,Amla Versus Diabetes
2274,Power Plants
2275,Amla Versus Cancer Cell Invasion
2276,Dried Apples Versus Cholesterol
2277,Best Berries
2278,Better Than Green Tea?
2279,Carcinogenic Putrescine
2280,Throw Household Products Off the Scent
2281,Preventing Allergies in Adulthood
2282,Preventing Childhood Allergies
2283,Avoiding a Sugary Grave
2284,"Trans Fat, Saturated Fat, and Cholesterol: Tolerable Upper Intake of Zero"
2285,Fast Food: Do You Want Fries With That Lipitor?
2286,Heart Attacks and Cholesterol: Purely a Question of Diet
2287,Heart Attacks and Cholesterol: Agribusiness Sees It Differently
2288,Heart Attacks and Cholesterol: Dying Under Normal Circumstances
2289,The Risks and Benefits of Neti Pot Nasal Irrigation
2290,Take Vitamin D Supplements With Meals
2291,Resolving the Vitamin D-Bate
2292,Vitamin D and Mortality May Be a U-shaped Curve
2293,Is Vitamin D the New Vitamin E?
2294,Vitamin D Recommendations Changed
2295,Pink Juice with Green Foam
2296,Is Pomegranate Juice That Wonderful?
2297,Alzheimer's and Apple Juice
2298,Constructing a Cognitive Portfolio
2299,Best Fruit Juice
2300,MRSA in U.S. Retail Meat
2301,Airborne MRSA
2302,Infant Nearly Killed by Homeopathy
2303,Total Recall
2304,Medical Associations Oppose Bill to Mandate Nutrition Training
2305,Nutrition Education Mandate Introduced for Doctors
2306,Doctors Know Less Than They Think About Nutrition
2307,Medical School Nutrition Education
2308,"Food Industry ""Funding Effect"""
2309,Dietary Guidelines: With a Grain of Big Salt
2310,Is Potassium Sorbate Bad for You?
2311,Alkaline Water: a Scam?
2312,The Tomato Effect
2313,China Study on Sudden Cardiac Death
2314,Our Number One Killer Can Be Stopped
2315,Resuscitating Medicare
2316,The Effect of Canned Tuna on Future Wages
2317,Fish Oil in Troubled Waters
2318,Chicken's Fate Is Sealed
2319,"Chicken, Eggs, and Inflammation"
2320,Inflammatory Remarks About Arachidonic Acid
2321,Improving Mood Through Diet
2322,Bowels of the Earth
2323,Food Mass Transit
2324,Multivitamin Supplements and Breast Cancer
2325,Breast Cancer Prevention: Which Mushroom Is Best?
2326,Vegetables Versus Breast Cancer
2327,Cancer Prevention and Treatment May Be the Same Thing
2328,Food Sources of PCB Chemical Pollutants
2329,Chicken Consumption and the Feminization of Male Genitalia
2330,Rosy Glow
2331,"Produce, Not Pills to Increase Physical Attractiveness"
2332,Pregnant Vegans at Risk for Iodine Deficiency
2333,Saffron Versus Aricept
2334,Saffron for the Treatment of Alzheimer's
2335,Avoiding Epilepsy Through Diet
2336,Pork Tapeworms on the Brain
2337,Do Doctors Make the Grade?
2338,Egg Industry Blind Spot
2339,Avoiding Cholesterol Is a No Brainer
2340,The Effect of Soy on Precocious Puberty
2341,Calcium Absorption: Soy Milk Versus Cow Milk
2342,Vegan Epidemic
2343,American Vegans Placing Babies At Risk
2344,Did a Vegan Diet Kill This Baby?
2345,Calculate Your Healthy Eating Score
2346,Antioxidant Power of Plant Foods Versus Animal Foods
2347,"Antioxidant Content of 3,139 Foods"
2348,Mitochondrial Theory of Aging
2349,Vitamin D Pills vs. Tanning Beds
2350,Is Vinegar Good For You?
2351,Is Petroleum Jelly Good For You?
2352,Is Peanut Butter Good for You?
2353,Is Licorice Good For You?
2354,Are Goji Berries Good for You?
2355,Is Kombucha Tea Good For You?
2356,Are Dates Good For You?
2357,Are Chili Peppers Good For You?
2358,Plant-Based Diet & Mood
2359,Cannabis Receptors & Food
2360,Is Protein Bad to the Bone?
2361,Vegan Protein Status
2362,Inverted Rabbit Sign
2363,Industrial Pollutants in Vegans
2364,Hair Testing for Mercury
2365,Fish Intake Biomarker
2366,Dioxins in the Food Supply
2367,Prozac Residues in Fish
2368,Allergenic Fish Worms
2369,Mothers Overestimate Dietary Quality
2370,Protein & Puberty
2371,What's in a Burger?
2372,Dairy & Sexual Precocity
2373,Boosting Sex-Hormone Binding
2374,Gut Flora & Obesity
2375,Does Eating Obesity Cause Obesity?
2376,Obesity-Causing Chicken Virus
2377,Crop Nutrient Decline
2378,Can Folic Acid Be Harmful?
2379,Iron During Pregnancy
2380,Overdosing on Tea
2381,Is Matcha Good for You?
2382,Cold Steeping Green Tea
2383,Asian Paradox
2384,Soymilk Suppression?
2385,Healthiest Chocolate Fix
2386,Soy & Breast Cancer Survival
2387,Exercise & Breast Cancer
2388,Mad Fish Disease
2389,Drug Residues in Meat
2390,Toxic Megacolon Superbug
2391,Chicken Out of UTIs
2392,Fecal Bacteria Survey
2393,Bristol Stool Scale
2394,Greasy Orange Rectal Leakage
2395,Hepatitis E Virus in Pork
2396,Largest Study Ever
2397,Can Cholesterol Be Too Low?
2398,Statin Muscle Toxicity
2399,Low-Fat or Whole Food?
2400,New Cholesterol Fighters
2401,New Target Cholesterol
2402,Cholesterol Gallstones
2403,Migrating Fish Bones
2404,Diet & Lichen Planus
2405,Diet & Rheumatoid Arthritis
2406,Rose Hips for Osteoarthritis
2407,Zinc Gel for Colds?
2408,Benzene in Carrot Juice
2409,Deep Frying Toxins
2410,Raw Food Nutrient Absorption
2411,Best Cooking Method
2412,The Healthiest Apple
2413,The Healthiest Lentil
2414,The Healthiest Herbal Tea
2415,Update on Yerba Maté
2416,Update on Vitamin E
2417,Is Stevia Good For You?
2418,Another Update on Spirulina
2419,Update on MSG
2420,Update on Gum Arabic
2421,Update on Gluten
2422,Update on Coffee
2423,Is blue-green algae good for you?
2424,Update on Aspartame
2425,Update on Alfalfa Sprouts
2426,Research Into Reversing Aging
2427,Flatophonia: The Art of the Musical Anus
2428,Cancer Reversal Through Diet?
2429,Eliminating the #1 Cause of Death
2430,Whose Health Unaffected by Eggs
2431,Long-Term Vegan Bone Health
2432,Dairy Hormonal Interference
2433,Hormones in Skim vs. Whole Milk
2434,Nutrient Blocking Effects of Dairy
2435,Maxing Out on Antioxidants
2436,Arsenic in Chicken
2437,Arsenic in Rice
2438,Toxins in Sweet Potatoes?
2439,Toxins in Cooked Potatoes?
2440,Toxins in Raw Mushrooms?
2441,Soy Foods & Menopause
2442,Is Gluten Bad For You?
2443,Glyconutrient Supplements
2444,Are Iron Pills Good For You?
2445,Are Vitamin C Pills Good For You?
2446,Is Cod Liver Oil Good For You?
2447,Artificial Coloring in Fish
2448,The Problem with Organic Salmon
2449,Avoiding Other Banned Pesticides
2450,DDT in Fish Oil Supplements
2451,Cannibalistic Feed Biomagnification
2452,Maternal Mercury Levels
2453,Xenoestrogens & Early Puberty
2454,Xenoestrogens & Sperm Counts
2455,Vegetarian Zinc Requirements
2456,Soy Hormones & Male Infertility
2457,Meat Hormones & Female Infertility
2458,Brain Parasites in Meat
2459,USDA Parasite Game
2460,Restaurant Worker Hand Washing
2461,Fast Food Tested for Carcinogens
2462,Carcinogens in Roasted Coffee?
2463,Muscle Tremors & Diet
2464,Carcinogens in Roasted Chicken?
2465,Fecal Residues on Chicken
2466,Antioxidant Level Dynamics
2467,Forego Fat-Free Dressings?
2468,Vegetarian's Myelopathy
2469,Low Meat or No Meat?
2470,Meat & Mortality
2471,How to Treat Diabetes
2472,How to Prevent Diabetes
2473,Thousands of Vegans Studied
2474,Which Plastics are Harmful?
2475,Fill in the Blank
2476,Aspirin Levels in Plant Foods
2477,Is Caloric Restriction Good For You?
2478,How to Upregulate Metabolism
2479,Oxalates in Cinnamon
2480,Does Tofu Cause Dementia?
2481,Waistline Slimming Food
2482,Waistline Expanding Food
2483,Diverticulosis & Nuts
2484,Is Coconut Oil Good For You?
2485,Are Betel Nuts Good For You?
2486,Peanuts in Pregnancy
2487,Fungal Toxins in Apples
2488,Apples & Breast Cancer
2489,Are Star Fruit Good For You?
2490,Is Mangosteen Juice Good For You?
2491,Is chlorella good for you?
2492,Is White Bread Good for You?
2493,Nontoxic Head Lice Treatment
2494,Optimal Sleep Duration
2495,Sleep & Immunity
2496,Airborne Supplements
2497,Hot Dogs & Leukemia
2498,Do Cell Phones Cause Cancer?
2499,Is Carob Good For You?
2500,Is Hibiscus Tea Good For You?
2501,Is Osmanthus Tea Good For You?
2502,Is Tulsi Tea Good For You?
2503,Black Tea vs. Earl Grey
2504,Green Tea vs. White
2505,Dietary Brain Wave Alteration
2506,The Healthiest Beverage
2507,Nutrition Without Calories
2508,Mercury in Corn Syrup?
2509,Sugar vs. Corn Syrup
2510,Diet & Hyperactivity
2511,Is Sodium Benzoate Harmful?
2512,Is Gum Arabic Harmful?
2513,Is Citric Acid Harmful?
2514,Is Artificial Butter Flavor Harmful?
2515,Pets & Human Lymphoma
2516,Chicken vs. Veggie Chicken
2517,Repairing DNA Damage
2518,Flawed Study Interpretation
2519,Cancer Fighting Berries
2520,Raw Food Nutrient Absorption
2521,Raw vs. Cooked Broccoli
2522,The Best Nut
2523,The Best Apple
2524,The Best Mushroom
2525,Tofu vs. Tempeh
2526,The Best Bean
2527,Pinto Beans vs. Black Beans
2528,Carrots vs. Baby Carrots
2529,The Healthiest Raisin
2530,Fruit Juice Fail
2531,Healthy Pumpkin Pie
2532,New Antioxidant Superstars
2533,Acrylamide in French Fries
2534,Preventing Arthritis
2535,Algae-Based DHA vs. Flax
2536,Plant-Based Omega-3 Supplements
2537,Mercury in Vaccinations vs. Tuna
2538,Farmed Fish vs. Wild-Caught
2539,Flame Retardant Chemical Contamination
2540,What Is Really in Hot Dogs?
2541,Food Is a Package Deal
2542,Soy & Breast Cancer
2543,"Red Tea, Honeybush, & Chamomile"
2544,Is Yerba Maté Tea Bad For You?
2545,Coffee vs. Tea
2546,Is Coffee Bad For You?
2547,Is One Egg a Day Too Much?
2548,Antioxidant Vitamin Supplements
2549,Is Black Pepper Bad For You?
2550,Is MSG Bad For You?
2551,Is Nutrasweet® Bad For You?
2552,Body Odor & Diet
2553,IQ of Vegetarian Children
2554,Vegan Paralysis
2555,Avoiding Iodine Deficiency
2556,Cocoa Good; Chocolate Bad
2557,Extra Virgin Olive Oil
2558,"Good, Great, Bad, & Killer Fats"
2559,Great Grain Robbery
2560,Milk Protein vs. Soy Protein
2561,Halving Heart Attack Risk
2562,The Healthiest Beverage
2563,Herbalife® Supplement Liver Toxicity
2564,"Beans, Beans, Good for Your Heart"
2565,Is Noni Juice Good For You?
2566,The Healthiest Fruits
2567,Raw Food Diet Myths
2568,Nine Servings a Day Minimum
2569,Can Pesticides Be Rinsed Off?
2570,Fecal Contamination of Sushi
2571,Don't Eat Raw Alfalfa Sprouts
2572,"Just the Flax, Ma'am"
2573,Plant-Based Prevention
2574,Slowing the Growth of Cancer
2575,Industrial Carcinogens in Animal Fat
2576,Putrefying Protein and “Toxifying” Enzymes
2577,Treating Dry Eye Disease with Diet: Just Add Water?
2578,How May Plants Protect Against Diabetes?
2579,Why is Meat a Risk Factor for Diabetes?
2580,Fatty Meals May Impair Artery Function
2581,Does Chocolate Cause Weight Gain?
2582,High Blood Pressure May Be a Choice
2583,Boosting Brown Fat Through Diet
2584,Brown Fat: Losing Weight Through Thermogenesis
2585,Food as Medicine: Preventing and Treating the Most Dreaded Diseases with Diet
2586,From Table to Able: Combating Disabling Diseases with Food
2587,More Than an Apple a Day: Combating Common Diseases
2588,Does Rye Bread Protect Against Cancer?
2589,Fish Consumption and Suicide
2590,Why Deep Fried Foods May Cause Cancer
2591,Living Longer by Reducing Leucine Intake
2592,Why are Cancer Rates so Low in India?
2593,Peeks Behind the Egg Industry Curtain
2594,Organic Milk and Prostate Cancer
2595,Foods for Macular Degeneration
2596,How Beans Help Our Bones
2597,Phosphate Additives in Chicken Banned Elsewhere
2598,How to Boost the Benefits of Exercise
2599,How to Treat Multiple Sclerosis With Diet
2600,How to Get Kids to Eat Their Vegetables
2601,Citrus to Reduce Muscle Fatigue
2602,Can We Fight the Blues With Greens?
2603,Dealing With Air Travel Radiation Exposure
2604,How Probiotics Affect Mental Health
2605,Down But Not Out
2606,Cinnamon for Diabetes
2607,The Best Nutrition Bar
2608,Why are Children Starting Puberty Earlier?
2609,Foods That May Block Cancer Formation
2610,Plant-Based Diets for Metabolic Syndrome
2611,Bugs & Drugs in Pork: Yersinia and Ractopamine
2612,Pollutants in Californian Breast Tissue
2613,How Do Plant-Based Diets Fight Cancer?
2614,Nuts Don't Cause Expected Weight Gain
2615,Preventing and Treating Kidney Failure With Diet
2616,Latest in Clinical Nutrition Volume 10 Now on DVD
2617,Coffee Caveats
2618,"EPA dioxin limit has National Chicken Council worried products could be declared ""unfit for consumption"""
2619,Bowel movements: the scoop on poop
2620,How to live longer in four easy steps
2621,Three Brands of Nutritional Yeast Contain Detectable Lead Levels But the Risk is Minimal
2622,Can diet be used to treat kidney cancer?
2623,Do microgreens have more nutrition?
2624,Is vanilla almond milk healthy?
2625,Should we take algae supplements for astaxanthin?
2626,Can hibiscus tea cause coughing?
2627,Does wild rice contain the same levels of arsenic as brown rice?
2628,"In making water alkaline, how much baking soda is too much?"
2629,What's the right dose of saffron?
2630,Is multivitamin use really associated to an increased risk of breast cancer?
2631,"Isn't regular cocoa powder healthier than alkali-processed ""dutched"" cocoa?"
2632,acarbose
2633,addiction
2634,African Americans
2635,air travel
2636,allergies
2637,ALS
2638,American College of Lifestyle Medicine
2639,ammonia
2640,anesthesia
2641,animal studies
2642,antihistamines
2643,apigen
2644,Aricept
2645,asbestos
2646,Ativan
2647,avocado oil
2648,bad breath
2649,Barrett's esophagus
2650,bell peppers
2651,beta-carboline alkaloids
2652,bio identical hormones
2653,black beans
2654,blood cancer
2655,bluefish
2656,bone cancer
2657,BPA
2658,brazil nuts
2659,breast milk
2660,Broccomax
2661,burritos
2662,cabbage
2663,California Raison Marketing Board
2664,candy
2665,carboxy-methyl cellulose
2666,carotid arteries
2667,cats
2668,cellulite
2669,champagne grapes
2670,chemotherapy
2671,chicken embryo lethal orphan virus
2672,chlorination
2673,cilantro
2674,Coca-Cola
2675,cod liver oil
2676,colon health
2677,cookies
2678,Cornell
2679,cretinism
2680,cucumbers
2681,cytoskeleton
2682,DDT
2683,detoxification
2684,dietary guidelines
2685,dogs
2686,Dr. David Spence
2687,Dr. Walter Kempner
2688,dulse
2689,Easter Island
2690,Eggbeaters
2691,endocannabinoids
2692,energy
2693,erectile dysfunction
2694,European Food Safety Authority
2695,eye parasites
2696,fatty liver disease
2697,fennel
2698,figs
2699,flavonols
2700,folate
2701,formaldehyde
2702,fructans
2703,galactose
2704,gastric emptying
2705,glaucoma
2706,goiter
2707,grapefruit juice
2708,grilling
2709,hair loss
2710,Harvard Nurses' Health Study
2711,health food stores
2712,HeLa cells
2713,herbs
2714,hijiki
2715,hormesis
2716,Hydroxycut
2717,IgA
2718,industrial pollutants
2719,insecticides
2720,iodine
2721,jam
2722,juice
2723,kidney
2724,kiwi fruit
2725,lamb
2726,lecithin
2727,lettuce
2728,limonin
2729,liver cancer
2730,lovastatin
2731,lycopene
2732,maggots
2733,MAO Inhibitors
2734,mastectomy
2735,medical education
2736,MelQx
2737,mesothelioma
2738,methylmalonic acid
2739,migraines
2740,mitochondria
2741,mortality
2742,muscle disease
2743,mycotoxins
2744,nasal irrigation
2745,National Pork Producers Council
2746,Neu5Gc
2747,nightshades
2748,nutritional yeast
2749,oils
2750,oral health
2751,organochlorines
2752,oxalates
2753,palmitic acid
2754,parasites
2755,peaches
2756,penis size
2757,persistent organic pollutants
2758,phenolics
2759,phytates
2760,pineapple juice
2761,plant protein
2762,pneumovax
2763,polyphenols
2764,porcine endogenous retroviruses
2765,poultry viruses
2766,premenstrual syndrome
2767,processed meats
2768,Prozac
2769,pulmonary embolism
2770,quercitin
2771,ranking foods
2772,red onions
2773,reversing chronic disease
2774,Richard Dawkins
2775,rutabagas
2776,saliva
2777,saturate fat
2778,sea vegetables
2779,sense of smell
2780,sheep
2781,sinusitis
2782,smoked foods
2783,sodium bicarbonate
2784,Spain
2785,spirulina
2786,SSRI's
2787,steroids
2788,stroke
2789,sulforaphane
2790,supplements
2791,sweet potatoes
2792,tapeworms
2793,telomeres
2794,thermogenics
2795,tick bites
2796,tongue cancer
2797,trans fat
2798,tryptophan
2799,turmeric
2800,ulcerative colitis
2801,uterine cancer
2802,Vaseline
2803,veggie burgers
2804,Vioxx
2805,vitamin E
2806,walnut
2807,weeds
2808,Whitecoat project
2809,World Health Organization
2810,xylitol
2811,zingerone
2812,Diverticulosis: When Our Most Common Gut Disorder Hardly Existed
2813,From Table to Able: Combating Disabling Diseases with Food
2814,How to Make Your Own Fruit and Vegetable Wash
2815,How to Prevent a Stroke
2816,"If White Rice is Linked to Diabetes, What About China?"
2817,Stool pH and Colon Cancer
2818,Why Prevention is Worth a Ton of Cure
2819,The Saturated Fat Studies: Set Up to Fail
2820,Chicken Big: Poultry and Obesity
2821,How Much Added Sugar Is Too Much?
2822,Juicing Removes More Than Just Fiber
2823,Cooked Beans or Sprouted Beans?
2824,How the Egg Board Designs Misleading Studies
2825,Treating Hepatitis C with Chlorella
2826,Prevent Cancer From Going on TOR
2827,Alzheimer’s Disease: Grain Brain or Meathead?
2828,Anti-inflammatory Life is a Bowl of Cherries
2829,Alpha Gal and the Lone Star Tick
2830,Treating Asthma and Eczema With Plant-Based Diets
2831,Fully Consensual Heart Disease Treatment
2832,Dietary Sources of Alkylphenol Endocrine Disruptors
2833,Who Determines if Food Additives are Safe?
2834,Boosting the Bioavailability of Curcumin
2835,Greens vs. Glaucoma
2836,Autopsy of Chicken Nuggets
2837,Phosphate Additives in Meat Purge and Cola
2838,Enhanced Athletic Recovery Without Undermining Adaptation
2839,Treating Multiple Sclerosis With the Swank MS Diet
2840,Tricks to Get Kids to Eat Healthier at School
2841,Reducing Muscle Fatigue With Citrus
2842,Fighting the Blues With Greens?
2843,Do Dental X-Rays Cause Brain Tumors?
2844,"Should Probiotics Be Taken Before, During, or After Meals?"
2845,Breast Cancer and Alcohol: How Much is Safe?
2846,The McGovern Report
2847,Raisins vs. Jelly Beans for Athletic Performance
2848,"Protein, Puberty, and Pollutants"
2849,Meat Fumes: Dietary Secondhand Smoke
2850,Apple Skin: Peeling Back Cancer
2851,Potassium and Autoimmune Disease
2852,Unsweetening the Diet
2853,Side-Effect of Fenugreek Consumption
2854,Protein and Heart Disease
2855,Pollutants in Californian Breast Tissue
2856,Good Grub: The Healthiest Meat
2857,How Plant-Based to Lower IGF-1?
2858,Extra Virgin Olive Oil vs. Nuts
2859,Tipping Firmicutes to Bacteroidetes
2860,Optimal Phytosterol Source
2861,The Wrong Way to Boost Serotonin
2862,Kiwifruit and DNA Repair
2863,The Leaky Gut Theory of Why Animal Products Cause Inflammation
2864,Zero Tolerance to Acceptable Risk
2865,Dietary Supplement Snake Oil
2866,SAD States: Standard American Diet State-By-State Comparison
2867,Cow’s Milk Casomorphin and Crib Death
2868,Watermelon as Treatment for Erectile Dysfunction
2869,"Chicken Dioxins, Viruses, or Antibiotics?"
2870,Lung Cancer Metastases and Broccoli
2871,So Should We Drink Beet Juice or Not?
2872,Asparagus Pee
2873,Anti Up on the Veggies
2874,Amla Versus Cancer Cell Growth
2875,Glycotoxins
2876,How the Institute of Medicine Arrived at Their Vitamin D Recommendation
2877,Phytochemicals: The Nutrition Facts Missing From the Label
2878,Plant Protein Preferable
2879,Are Avocados Bad for You?
2880,Stool Size Matters
2881,Golden Glow
2882,Egg Cholesterol in the Diet
2883,Melatonin & Breast Cancer
2884,Is Kimchi Good For You?
2885,Obesity-Causing Pollutants in Food
2886,Anabolic Steroids in Meat
2887,Caffeine During Pregnancy
2888,Reversing Cognitive Decline
2889,Wart Cancer Viruses in Food
2890,Is Homeopathy Just Placebo?
2891,Improving Memory Through Diet
2892,Update on Juice Plus+®
2893,Flaxseeds vs. Chia Seeds
2894,Brown Rice vs. Black Rice
2895,"Lutein, Lycopene, and Selenium Pills"
2896,Amalgam Fillings vs. Canned Tuna
2897,New Corpse Smell
2898,#1 Anticancer Vegetable
2899,Salt OK if Blood Pressure is OK?
2900,Are Avocados Good for You?
2901,Update on Spirulina
2902,Update on Chocolate
2903,A Harmless Artificial Sweetener
2904,Are Artificial Colors Harmful?
2905,Bottled Water vs. Tap
2906,Superfood Bargains
2907,Dairy & Acne
2908,Broccoli Sprouts
2909,Omnivore vs. Vegan Nutrient Deficiencies
2910,Doctors' Nutritional Ignorance
2911,Blue-Green Algae & Spirulina
2912,Coffee and Mortality
2913,Uprooting the Leading Causes of Death
2914,Do Cholesterol Statin Drugs Cause Breast Cancer?
2915,Exploiting Autophagy to Live Longer
2916,How to Reduce Exposure to Alkylphenols Through Your Diet
2917,What’s Driving America’s Obesity Problem?
2918,Who Should be Careful About Curcumin?
2919,Foods for Glaucoma
2920,What is Actually in Chicken Nuggets?
2921,What Do Meat Purge and Cola Have in Common?
2922,Chronic Headaches and Pork Parasites
2923,Stopping Heart Disease in Childhood
2924,Food Dyes and ADHD
2925,How Citrus Might Help Keep Your Hands Warm
2926,Starving Tumors of Their Blood Supply
2927,Are Dental X-Rays Safe?
2928,How Should I Take Probiotics?
2929,Breast Cancer & Alcohol: How Much is Safe?
2930,Diet and Cellulite
2931,Best Treatment for Constipation
2932,Should We Avoid Titanium Dioxide?
2933,Avoiding Cooked Meat Carcinogens
2934,Plant-Based Diets for Psoriasis
2935,Increasing Muscle Strength with Fenugreek
2936,How Chemically Contaminated Are We?
2937,Treating an Enlarged Prostate With Diet
2938,Optimal Phytosterol Dose and Source
2939,Is Caffeinated Tea Really Dehydrating?
2940,Mercury Testing Recommended Before Pregnancy
2941,Stool Size and Breast Cancer Risk
2942,Vitamin D: Shedding some light on the new recommendations
2943,Breast Cancer and Diet
2944,Can antioxidant-rich spices counteract the effects of a high-fat meal?
2945,Dioxins Stored in Our Own Fat May Increase Diabetes Risk
2946,Didn't another study show carnitine was good for the heart?
2947,Any update on the scary in vitro avocado data?
2948,What do you think of Dr. Jenkins' take on paleolithic diets?
2949,What about pepper plus turmeric in V8 juice?
2950,Is annatto food coloring safe?
2951,Fresh fruit versus frozen--which is better?
2952,Are krill oil supplements better than fish oil capsules?
2953,Is apple cider vinegar good for you?
2954,How can you believe in any scientific study?
2955,Is vitamin D3 (cholecalciferol) preferable to D2 (ergocalciferol)?
2956,accidents
2957,adenovirus 36
2958,African-American
2959,airport scanners
2960,Alli
2961,alternative medicine
2962,American Dental Association
2963,amnesia
2964,aneurysm
2965,anisakis
2966,antinutrients
2967,apnea
2968,Arkansas
2969,ascorbic acid
2970,Atkins diet
2971,avocados
2972,bagels
2973,beans
2974,benzene
2975,betel nuts
2976,bioavailability
2977,black raspberries
2978,blood clots
2979,BMAA
2980,bone fractures
2981,BPH
2982,BRCA genes
2983,breast pain
2984,bronchiolitis obliterans
2985,Bush administration
2986,cadaverine
2987,caloric restriction
2988,canker sores
2989,carcinogens
2990,carrageenan
2991,cauliflower
2992,chanterelle mushrooms
2993,Chernobyl
2994,chickpeas
2995,chlorophyll
2996,cinnamon
2997,cocaine
2998,coffee
2999,coma
3000,cooking methods
3001,cortisol
3002,crib death
3003,cumin
3004,Czechoslovakia
3005,deafness
3006,DHA
3007,dietary scoring
3008,domoic acid
3009,Dr. Dean Ornish
3010,Dr. Walter Willett
3011,ECMO
3012,eggnog
3013,endocrine disruptors
3014,energy drinks
3015,ergothioneine
3016,Evidence-based medicine
3017,factory farming practices
3018,fava beans
3019,fenugreek
3020,Finland
3021,flax oil
3022,folic acid
3023,Fosamax
3024,fructose
3025,galactosemia
3026,genetic manipulation
3027,Global Burden of Disease Study
3028,goji berries
3029,grapes
3030,growth promoters
3031,halibut
3032,Harvard Physicians’ Study II
3033,hearing
3034,heme iron
3035,hernia
3036,Hiroshima
3037,hormonal dysfunction
3038,hyperactivity
3039,IGF-1
3040,industrial toxins
3041,insects
3042,Iowa Women’s Health Study
3043,Japan
3044,junk food
3045,kidney beans
3046,kohlrabi
3047,lard
3048,leeks
3049,leucine
3050,Lindane
3051,liver disease
3052,low-carb diets
3053,lyme disease
3054,magnesium
3055,maple syrup
3056,mastitis
3057,medical ethics
3058,memory
3059,mesquite
3060,Mevacor
3061,milk
3062,molasses
3063,mouth cancer
3064,muscle health
